txn_id,customer_id,matter_id,matter_type,txn_date,txn_type,amount_aud,description,unrelated_third_party,counterparty_country
TXN-100964,CUST-10157,MTR-10157-6,Nominee Director Arrangement,2025-12-29,Deposit,4423.27,Trust receipt - client funds,False,Australia
TXN-101290,CUST-10213,MTR-10213-8,Business Sale & Purchase,2025-12-29,Deposit,164169.95,Trust receipt - client funds,False,Democratic Republic of Congo
TXN-101992,CUST-10336,MTR-10336-1,Debt Financing Transaction,2025-12-29,Deposit,383613.33,Trust receipt - client funds,False,Canada
TXN-101656,CUST-10278,MTR-10278-8,Commercial Conveyancing,2025-12-29,Deposit,486548.56,Trust receipt - client funds,False,Singapore
TXN-101627,CUST-10272,MTR-10272-5,Residential Conveyancing,2025-12-29,Deposit,763396.1,Trust receipt - client funds,False,Germany
TXN-101857,CUST-10312,MTR-10312-4,Debt Financing Transaction,2025-12-30,Deposit,825645.12,Trust receipt - client funds,False,Germany
TXN-100461,CUST-10077,MTR-10077-5,Commercial Conveyancing,2025-12-30,Deposit,1641878.59,Trust receipt - client funds,False,Japan
TXN-101485,CUST-10246,MTR-10246-3,Business Sale & Purchase,2025-12-30,Deposit,240944.87,Trust receipt - client funds,False,Australia
TXN-101108,CUST-10182,MTR-10182-8,Nominee Shareholder Arrangement,2025-12-30,Withdrawal,1399.28,Trust disbursement - settlement,False,Germany
TXN-101016,CUST-10164,MTR-10164-6,Business Sale & Purchase,2025-12-30,Withdrawal,78439.56,Trust disbursement - settlement,False,Singapore
TXN-102136,CUST-10360,MTR-10360-5,Commercial Conveyancing,2025-12-30,Withdrawal,166459.95,Trust disbursement - settlement,False,Canada
TXN-101111,CUST-10182,MTR-10182-8,Nominee Shareholder Arrangement,2025-12-31,Deposit,3372.04,Trust receipt - client funds,False,Germany
TXN-101491,CUST-10246,MTR-10246-3,Business Sale & Purchase,2025-12-31,Deposit,841303.67,Trust receipt - client funds,False,Australia
TXN-101418,CUST-10233,MTR-10233-4,Commercial Conveyancing,2025-12-31,Withdrawal,212068.62,Trust disbursement - settlement,False,Canada
TXN-100175,CUST-10028,MTR-10028-8,Nominee Shareholder Arrangement,2025-12-31,Withdrawal,5203.57,Trust disbursement - settlement,False,United States
TXN-102047,CUST-10345,MTR-10345-5,Company Formation,2025-12-31,Deposit,1690.39,Trust receipt - client funds,False,United Kingdom
TXN-101415,CUST-10232,MTR-10232-1,Company Formation,2025-12-31,Deposit,2918.46,Trust receipt - client funds,False,Cambodia
TXN-101965,CUST-10333,MTR-10333-3,Nominee Shareholder Arrangement,2025-12-31,Withdrawal,529.88,Trust disbursement - settlement,False,Cambodia
TXN-100601,CUST-10098,MTR-10098-7,Nominee Director Arrangement,2026-01-01,Deposit,637.93,Trust receipt - client funds,False,Japan
TXN-100765,CUST-10126,MTR-10126-1,Residential Conveyancing,2026-01-01,Deposit,633034.97,Trust receipt - client funds,False,Cyprus
TXN-102141,CUST-10360,MTR-10360-5,Commercial Conveyancing,2026-01-01,Withdrawal,2188417.87,Trust disbursement - settlement,False,Canada
TXN-102010,CUST-10339,MTR-10339-7,Business Sale & Purchase,2026-01-02,Deposit,35570.99,Trust receipt - client funds,False,United States
TXN-101767,CUST-10297,MTR-10297-4,Nominee Director Arrangement,2026-01-02,Withdrawal,578.77,Trust disbursement - settlement,False,Singapore
TXN-101367,CUST-10225,MTR-10225-3,Company Formation,2026-01-02,Deposit,577.61,Trust receipt - client funds,False,United Kingdom
TXN-100183,CUST-10029,MTR-10029-2,Debt Financing Transaction,2026-01-02,Withdrawal,197226.51,Trust disbursement - settlement,False,United Kingdom
TXN-100119,CUST-10020,MTR-10020-9,Commercial Conveyancing,2026-01-02,Withdrawal,623905.79,Trust disbursement - settlement,False,New Zealand
TXN-100117,CUST-10020,MTR-10020-9,Commercial Conveyancing,2026-01-02,Deposit,257524.2,Trust receipt - client funds,False,New Zealand
TXN-100605,CUST-10100,MTR-10100-2,Estate Administration,2026-01-02,Withdrawal,196004.16,Trust disbursement - settlement,False,United States
TXN-100140,CUST-10023,MTR-10023-4,Commercial Conveyancing,2026-01-03,Deposit,568004.77,Trust receipt - client funds,False,Canada
TXN-101022,CUST-10166,MTR-10166-2,Trust Establishment,2026-01-04,Withdrawal,5464.14,Trust disbursement - settlement,False,Canada
TXN-101076,CUST-10174,MTR-10174-4,Nominee Shareholder Arrangement,2026-01-04,Withdrawal,1302.15,Trust disbursement - settlement,False,United Arab Emirates
TXN-101497,CUST-10247,MTR-10247-4,Nominee Shareholder Arrangement,2026-01-04,Withdrawal,3809.51,Trust disbursement - settlement,False,United Kingdom
TXN-102348,CUST-10396,MTR-10396-7,Nominee Director Arrangement,2026-01-04,Deposit,1077.0,Trust receipt - client funds,False,United Kingdom
TXN-101252,CUST-10207,MTR-10207-7,Commercial Conveyancing,2026-01-04,Withdrawal,443198.49,Trust disbursement - settlement,False,Germany
TXN-101975,CUST-10334,MTR-10334-2,Company Formation,2026-01-04,Deposit,1585.5,Trust receipt - client funds,False,Germany
TXN-101897,CUST-10319,MTR-10319-6,Business Sale & Purchase,2026-01-05,Deposit,42739.67,Trust receipt - client funds,False,United States
TXN-102120,CUST-10358,MTR-10358-9,Nominee Director Arrangement,2026-01-05,Withdrawal,1017.31,Trust disbursement - settlement,False,New Zealand
TXN-101678,CUST-10281,MTR-10281-3,Commercial Conveyancing,2026-01-06,Deposit,623868.15,Trust receipt - client funds,False,Japan
TXN-100665,CUST-10110,MTR-10110-7,Commercial Conveyancing,2026-01-07,Deposit,81471.2,Trust receipt - client funds,False,United Arab Emirates
TXN-100061,CUST-10009,MTR-10009-8,Nominee Shareholder Arrangement,2026-01-07,Withdrawal,925.58,Trust disbursement - settlement,False,Canada
TXN-101266,CUST-10209,MTR-10209-5,Estate Administration,2026-01-07,Withdrawal,5651.75,Trust disbursement - settlement,False,United Kingdom
TXN-102103,CUST-10355,MTR-10355-4,Business Sale & Purchase,2026-01-07,Deposit,56384.55,Trust receipt - client funds,False,Japan
TXN-101318,CUST-10217,MTR-10217-8,Nominee Shareholder Arrangement,2026-01-08,Deposit,694.48,Trust receipt - client funds,False,Singapore
TXN-102377,CUST-10402,MTR-10402-4,Commercial Conveyancing,2026-01-08,Deposit,479849.74,Trust receipt - client funds,False,Cambodia
TXN-100751,CUST-10124,MTR-10124-4,Estate Administration,2026-01-08,Deposit,7103.21,Trust receipt - client funds,False,Germany
TXN-101564,CUST-10262,MTR-10262-2,Company Formation,2026-01-08,Withdrawal,3787.09,Trust disbursement - settlement,False,Australia
TXN-100714,CUST-10117,MTR-10117-9,Company Formation,2026-01-09,Deposit,1197.46,Trust receipt - client funds,False,Singapore
TXN-102140,CUST-10360,MTR-10360-5,Commercial Conveyancing,2026-01-09,Withdrawal,1278450.43,Trust disbursement - settlement,False,Canada
TXN-100277,CUST-10043,MTR-10043-8,Residential Conveyancing,2026-01-09,Withdrawal,60556.29,Trust disbursement - settlement,False,Cambodia
TXN-100432,CUST-10072,MTR-10072-5,Nominee Shareholder Arrangement,2026-01-09,Deposit,2244.72,Trust receipt - client funds,False,United Kingdom
TXN-100504,CUST-10082,MTR-10082-7,Estate Administration,2026-01-10,Withdrawal,170513.92,Trust disbursement - settlement,False,Singapore
TXN-101149,CUST-10188,MTR-10188-6,Company Formation,2026-01-10,Deposit,1084.89,Trust receipt - client funds,False,Japan
TXN-102340,CUST-10395,MTR-10395-2,Nominee Shareholder Arrangement,2026-01-10,Deposit,3174.97,Trust receipt - client funds,False,United Kingdom
TXN-100682,CUST-10112,MTR-10112-9,Company Formation,2026-01-11,Deposit,4684.76,Trust receipt - client funds,False,Canada
TXN-102193,CUST-10367,MTR-10367-5,Debt Financing Transaction,2026-01-11,Deposit,1492701.13,Trust receipt - client funds,False,Canada
TXN-101534,CUST-10255,MTR-10255-5,Trust Establishment,2026-01-11,Withdrawal,39586.39,Trust disbursement - settlement,False,Democratic People's Republic of Korea
TXN-102151,CUST-10362,MTR-10362-7,Business Sale & Purchase,2026-01-11,Deposit,667915.49,Trust receipt - client funds,False,United Kingdom
TXN-101821,CUST-10305,MTR-10305-3,Company Formation,2026-01-11,Withdrawal,4711.3,Trust disbursement - settlement,False,United Kingdom
TXN-102066,CUST-10349,MTR-10349-9,Trust Establishment,2026-01-12,Deposit,4532.32,Trust receipt - client funds,False,Myanmar
TXN-102070,CUST-10350,MTR-10350-7,Residential Conveyancing,2026-01-12,Withdrawal,80381.75,Trust disbursement - settlement,False,United Kingdom
TXN-102196,CUST-10367,MTR-10367-5,Debt Financing Transaction,2026-01-12,Withdrawal,106213.11,Trust disbursement - settlement,False,Canada
TXN-101129,CUST-10185,MTR-10185-1,Debt Financing Transaction,2026-01-12,Withdrawal,145330.74,Trust disbursement - settlement,False,Singapore
TXN-101057,CUST-10171,MTR-10171-6,Nominee Director Arrangement,2026-01-12,Withdrawal,2069.75,Trust disbursement - settlement,False,United States
TXN-101280,CUST-10211,MTR-10211-9,Trust Establishment,2026-01-12,Withdrawal,10443.3,Trust disbursement - settlement,False,United Kingdom
TXN-100433,CUST-10072,MTR-10072-5,Nominee Shareholder Arrangement,2026-01-12,Deposit,2895.7,Trust receipt - client funds,False,United Kingdom
TXN-101319,CUST-10217,MTR-10217-8,Nominee Shareholder Arrangement,2026-01-12,Deposit,1113.84,Trust receipt - client funds,False,Singapore
TXN-102200,CUST-10369,MTR-10369-2,Company Formation,2026-01-13,Deposit,11774.22,Trust receipt - client funds,False,Vanuatu
TXN-100359,CUST-10057,MTR-10057-6,Business Sale & Purchase,2026-01-13,Withdrawal,101440.9,Trust disbursement - settlement,False,United Kingdom
TXN-101683,CUST-10281,MTR-10281-3,Commercial Conveyancing,2026-01-13,Deposit,180447.57,Trust receipt - client funds,False,Japan
TXN-102280,CUST-10386,MTR-10386-6,Debt Financing Transaction,2026-01-13,Withdrawal,92316.52,Trust disbursement - settlement,False,United States
TXN-101096,CUST-10179,MTR-10179-9,Nominee Shareholder Arrangement,2026-01-13,Deposit,6290.38,Trust receipt - client funds,False,Australia
TXN-102272,CUST-10383,MTR-10383-6,Nominee Director Arrangement,2026-01-13,Deposit,3387.42,Trust receipt - client funds,False,Canada
TXN-100389,CUST-10062,MTR-10062-9,Company Formation,2026-01-13,Withdrawal,2078.61,Trust disbursement - settlement,False,Canada
TXN-101267,CUST-10210,MTR-10210-2,Residential Conveyancing,2026-01-14,Deposit,37693.17,Trust receipt - client funds,False,United States
TXN-100815,CUST-10134,MTR-10134-5,Nominee Shareholder Arrangement,2026-01-14,Deposit,1585.15,Trust receipt - client funds,False,Canada
TXN-102401,CUST-10407,MTR-10407-2,Nominee Shareholder Arrangement,2026-01-15,Withdrawal,550.08,Trust disbursement - settlement,False,Australia
TXN-102286,CUST-10386,MTR-10386-6,Debt Financing Transaction,2026-01-15,Deposit,1675834.63,Trust receipt - client funds,False,United States
TXN-100332,CUST-10054,MTR-10054-1,Business Sale & Purchase,2026-01-15,Deposit,52504.9,Trust receipt - client funds,False,Singapore
TXN-101558,CUST-10260,MTR-10260-9,Estate Administration,2026-01-15,Deposit,69586.93,Trust receipt - client funds,False,United Arab Emirates
TXN-101074,CUST-10174,MTR-10174-4,Nominee Shareholder Arrangement,2026-01-15,Deposit,2766.89,Trust receipt - client funds,False,United Arab Emirates
TXN-101661,CUST-10278,MTR-10278-8,Commercial Conveyancing,2026-01-15,Deposit,303445.37,Trust receipt - client funds,False,Singapore
TXN-101513,CUST-10251,MTR-10251-3,Company Formation,2026-01-15,Deposit,1574.22,Trust receipt - client funds,False,Singapore
TXN-101998,CUST-10337,MTR-10337-4,Company Formation,2026-01-16,Withdrawal,3791.94,Trust disbursement - settlement,False,United Kingdom
TXN-101034,CUST-10167,MTR-10167-4,Company Formation,2026-01-16,Deposit,1302.6,Trust receipt - client funds,False,Panama
TXN-100056,CUST-10009,MTR-10009-8,Nominee Shareholder Arrangement,2026-01-16,Withdrawal,4830.12,Trust disbursement - settlement,False,Canada
TXN-102051,CUST-10346,MTR-10346-3,Nominee Shareholder Arrangement,2026-01-16,Deposit,3208.14,Trust receipt - client funds,False,Canada
TXN-100217,CUST-10035,MTR-10035-5,Estate Administration,2026-01-16,Deposit,6256.15,Trust receipt - client funds,False,Canada
TXN-100260,CUST-10041,MTR-10041-4,Nominee Shareholder Arrangement,2026-01-17,Withdrawal,902.41,Trust disbursement - settlement,False,United States
TXN-100687,CUST-10113,MTR-10113-5,Trust Establishment,2026-01-17,Deposit,7452.54,Trust receipt - client funds,False,United Kingdom
TXN-100203,CUST-10032,MTR-10032-3,Company Formation,2026-01-17,Withdrawal,640.4,Trust disbursement - settlement,False,Australia
TXN-102207,CUST-10370,MTR-10370-3,Nominee Director Arrangement,2026-01-18,Deposit,557.03,Trust receipt - client funds,False,United States
TXN-101845,CUST-10310,MTR-10310-5,Estate Administration,2026-01-18,Withdrawal,6501.69,Trust disbursement - settlement,False,Japan
TXN-100778,CUST-10128,MTR-10128-8,Trust Establishment,2026-01-19,Deposit,20398.75,Trust receipt - client funds,False,Australia
TXN-100106,CUST-10019,MTR-10019-3,Nominee Shareholder Arrangement,2026-01-19,Deposit,3705.86,Trust receipt - client funds,False,United States
TXN-101393,CUST-10228,MTR-10228-6,Commercial Conveyancing,2026-01-19,Withdrawal,614553.76,Trust disbursement - settlement,False,Germany
TXN-100831,CUST-10137,MTR-10137-8,Estate Administration,2026-01-19,Deposit,136783.27,Trust receipt - client funds,False,Panama
TXN-101561,CUST-10261,MTR-10261-7,Residential Conveyancing,2026-01-19,Deposit,245484.07,Trust receipt - client funds,False,New Zealand
TXN-101790,CUST-10300,MTR-10300-7,Company Formation,2026-01-20,Withdrawal,4747.84,Trust disbursement - settlement,False,Myanmar
TXN-100487,CUST-10080,MTR-10080-3,Company Formation,2026-01-20,Deposit,3132.31,Trust receipt - client funds,False,Japan
TXN-100727,CUST-10119,MTR-10119-6,Company Formation,2026-01-20,Deposit,10116.96,Trust receipt - client funds,False,United Kingdom
TXN-100231,CUST-10036,MTR-10036-8,Trust Establishment,2026-01-20,Deposit,5531.88,Trust receipt - client funds,False,Singapore
TXN-100963,CUST-10157,MTR-10157-6,Nominee Director Arrangement,2026-01-20,Deposit,577.47,Trust receipt - client funds,False,Australia
TXN-100021,CUST-10003,MTR-10003-8,Business Sale & Purchase,2026-01-21,Deposit,89579.67,Trust receipt - client funds,False,Singapore
TXN-100828,CUST-10137,MTR-10137-8,Estate Administration,2026-01-21,Withdrawal,6104.24,Trust disbursement - settlement,False,Panama
TXN-102479,CUST-10418,MTR-10418-9,Company Formation,2026-01-21,Withdrawal,3484.9,Trust disbursement - settlement,False,Australia
TXN-100185,CUST-10030,MTR-10030-7,Nominee Director Arrangement,2026-01-21,Deposit,5988.08,Trust receipt - client funds,False,New Zealand
TXN-100152,CUST-10025,MTR-10025-5,Business Sale & Purchase,2026-01-22,Withdrawal,556551.06,Trust disbursement - settlement,False,United States
TXN-101747,CUST-10293,MTR-10293-3,Residential Conveyancing,2026-01-22,Deposit,291512.43,Trust receipt - client funds,False,Cambodia
TXN-100190,CUST-10030,MTR-10030-7,Nominee Director Arrangement,2026-01-22,Withdrawal,1211.89,Trust disbursement - settlement,False,New Zealand
TXN-102190,CUST-10366,MTR-10366-2,Trust Establishment,2026-01-22,Deposit,20610.81,Trust receipt - client funds,False,Democratic People's Republic of Korea
TXN-100377,CUST-10060,MTR-10060-7,Business Sale & Purchase,2026-01-23,Deposit,1105963.56,Trust receipt - client funds,False,Australia
TXN-101562,CUST-10261,MTR-10261-7,Residential Conveyancing,2026-01-23,Deposit,43559.05,Trust receipt - client funds,False,New Zealand
TXN-100187,CUST-10030,MTR-10030-7,Nominee Director Arrangement,2026-01-23,Withdrawal,515.25,Trust disbursement - settlement,False,New Zealand
TXN-100777,CUST-10128,MTR-10128-8,Trust Establishment,2026-01-23,Deposit,1536.12,Trust receipt - client funds,False,Australia
TXN-101640,CUST-10275,MTR-10275-9,Estate Administration,2026-01-23,Withdrawal,18939.31,Trust disbursement - settlement,False,United Kingdom
TXN-102420,CUST-10410,MTR-10410-1,Residential Conveyancing,2026-01-24,Deposit,90276.41,Trust receipt - client funds,False,Canada
TXN-100659,CUST-10109,MTR-10109-8,Estate Administration,2026-01-24,Deposit,6133.39,Trust receipt - client funds,False,Canada
TXN-100416,CUST-10070,MTR-10070-9,Trust Establishment,2026-01-25,Deposit,1370.85,Trust receipt - client funds,False,Germany
TXN-101833,CUST-10306,MTR-10306-2,Trust Establishment,2026-01-25,Withdrawal,11484.52,Trust disbursement - settlement,False,Singapore
TXN-101948,CUST-10329,MTR-10329-2,Residential Conveyancing,2026-01-25,Withdrawal,508744.62,Trust disbursement - settlement,False,Germany
TXN-100890,CUST-10146,MTR-10146-4,Residential Conveyancing,2026-01-25,Withdrawal,56144.8,Trust disbursement - settlement,False,United Kingdom
TXN-101462,CUST-10242,MTR-10242-2,Company Formation,2026-01-26,Withdrawal,1247.67,Trust disbursement - settlement,False,Japan
TXN-100486,CUST-10080,MTR-10080-3,Company Formation,2026-01-26,Deposit,1461.14,Trust receipt - client funds,False,Japan
TXN-101010,CUST-10164,MTR-10164-6,Business Sale & Purchase,2026-01-26,Deposit,415272.88,Trust receipt - client funds,False,Singapore
TXN-102147,CUST-10362,MTR-10362-7,Business Sale & Purchase,2026-01-26,Deposit,351671.2,Trust receipt - client funds,False,United Kingdom
TXN-100195,CUST-10031,MTR-10031-7,Commercial Conveyancing,2026-01-26,Withdrawal,495656.69,Trust disbursement - settlement,False,Democratic People's Republic of Korea
TXN-101662,CUST-10278,MTR-10278-8,Commercial Conveyancing,2026-01-27,Deposit,1907799.09,Trust receipt - client funds,False,Singapore
TXN-100483,CUST-10080,MTR-10080-3,Company Formation,2026-01-27,Withdrawal,1588.57,Trust disbursement - settlement,False,Japan
TXN-100606,CUST-10100,MTR-10100-2,Estate Administration,2026-01-27,Withdrawal,5891.22,Trust disbursement - settlement,False,United States
TXN-100191,CUST-10030,MTR-10030-7,Nominee Director Arrangement,2026-01-27,Deposit,6965.6,Trust receipt - client funds,False,New Zealand
TXN-100444,CUST-10074,MTR-10074-3,Nominee Director Arrangement,2026-01-27,Withdrawal,2620.16,Trust disbursement - settlement,False,Germany
TXN-101536,CUST-10256,MTR-10256-8,Residential Conveyancing,2026-01-28,Withdrawal,66692.34,Trust disbursement - settlement,False,Japan
TXN-100588,CUST-10095,MTR-10095-2,Company Formation,2026-01-28,Withdrawal,1248.26,Trust disbursement - settlement,False,Democratic People's Republic of Korea
